path,base_path,status,owners,split_rule,evidence,hunk_count,base_to_source_hunks
lib/src/core/widgets/mobile/mobile_account_avatar.dart,lib/src/core/widgets/mobile/mobile_account_avatar.dart,M,UI,Hardware signer avatar selection only.,Renders Ledger-specific account avatar/icon.,6,"-3,0 +4 | -7,3 +8 | -14 +13 | -24 +23 | -44 +43 | -61,2 +60,5"
lib/src/core/widgets/mobile/mobile_spendable_balance_info_sheet.dart,lib/src/core/widgets/mobile/mobile_spendable_balance_info_sheet.dart,A,UI,Balance explanation sheet is visual/copy scope.,New mobile spendable-balance information sheet.,1,"-0,0 +1,60"
lib/src/core/widgets/spendable_balance_copy.dart,lib/src/core/widgets/spendable_balance_copy.dart,A,UI,Shared user-facing balance copy only.,Defines spendable-balance labels/messages used by screens.,1,"-0,0 +1,15"
lib/src/features/accounts/screens/accounts_screen.dart,lib/src/features/accounts/screens/accounts_screen.dart,M,C02;UI,"Calls that select/update Ledger connection preference belong to C02; account cards, icons, menus and navigation belong to UI.",Account rows distinguish Ledger and expose hardware details/connection preference.,27,"-32,0 +33,2 | -739,0 +742,65 | -746,54 +813 | -814 +828 | -823,5 +837 | -829 +839 | -850,2 +860,2 | -852,0 +863 | -862,0 +874 | -885,0 +898 | -888 +901,3 | -890,4 +905,2 | -973,0 +987,40 | -986 +1039 | -1002 +1055,8 | -1009,20 +1069 | -1036,18 +1076,0 | -1073 +1096 | -1094,2 +1117,5 | -1110,0 +1137,2 | -1122,0 +1151,2 | -1190,0 +1221,9 | -1229,0 +1269,5 | -1303,0 +1348,2 | -1316,0 +1363,2 | -1328 +1376,2 | -1336,0 +1386,16"
lib/src/features/accounts/screens/hardware_account_details_screen.dart,lib/src/features/accounts/screens/hardware_account_details_screen.dart,A,C02;C03;UI,"Preference mutation and connection metadata reads are C02/C03; all controls, labels, device illustration and layout are UI.",New desktop/mobile hardware account details with signer information and Ledger USB/Bluetooth preference controls.,1,"-0,0 +1,751"
lib/src/features/accounts/screens/mobile/mobile_accounts_screen.dart,lib/src/features/accounts/screens/mobile/mobile_accounts_screen.dart,M,C02;UI,Ledger account action wiring is C02; sheet/card/icon presentation is UI.,Differentiates Keystone/Ledger and opens hardware details.,10,"-142,4 +142,4 | -168,0 +169,2 | -237 +239,8 | -515,2 +524,12 | -520,0 +540,28 | -543,17 +590 | -584,52 +615,42 | -643,3 +664,11 | -650,0 +680 | -766 +796"
lib/src/features/accounts/widgets/mobile/mobile_accounts_sheet.dart,lib/src/features/accounts/widgets/mobile/mobile_accounts_sheet.dart,M,UI,Signer-specific account sheet presentation only.,Ledger visual branch in mobile account sheet.,2,-181 +181 | -243 +243
lib/src/features/home/providers/ledger_shielding_limit_notice_provider.dart,lib/src/features/home/providers/ledger_shielding_limit_notice_provider.dart,A,C09;C12,Shield status reader and device input-limit derivation are C09; translating current remaining work into a shield-session notice is C12. Keep provider headless; copy can be moved to UI.,ledgerShieldStatusReaderProvider calls shieldTransparentStatus and reports transparentInputCount versus ledgerInputLimit.,1,"-0,0 +1,66"
lib/src/features/home/screens/home_screen.dart,lib/src/features/home/screens/home_screen.dart,M,C12;UI,"Start/close/result callbacks for the shield session belong to C12 only if extracted from widget state; buttons, overlay mounting and notices are UI.",Mounts LedgerShieldSigningOverlay and switches hardware shielding by signer kind.,16,"-50,0 +51 | -52,0 +54 | -76 +78 | -136 +138,2 | -180 +183 | -182 +185 | -316,0 +320,3 | -400,0 +407 | -415 +422 | -417,2 +424,7 | -466,0 +479 | -491,0 +505 | -671,0 +686,3 | -1042,2 +1059,2 | -1049,2 +1066,2 | -1122,7 +1139,8"
lib/src/features/home/screens/mobile/mobile_home_screen.dart,lib/src/features/home/screens/mobile/mobile_home_screen.dart,M,C12;UI,"Route/result handoff for Ledger shield is C12; balance strip, button, notice and layouts are UI.",Navigates to /home/ledger-shield and displays Ledger shielding limit notice.,23,"-54,0 +55 | -56,0 +58 | -346 +348 | -348 +350 | -952 +954,13 | -1044 +1058 | -1048 +1062 | -1130,0 +1145,3 | -1528,0 +1546 | -1543,0 +1562 | -1698,0 +1718 | -1780,0 +1801 | -1788,0 +1810 | -1807,0 +1830 | -1872,0 +1896 | -1906,0 +1931 | -1922,0 +1948 | -1929,0 +1956 | -1982,0 +2010,8 | -1995,0 +2031 | -2000,0 +2037 | -2005 +2042,3 | -2016 +2055,10"
lib/src/features/home/screens/mobile/mobile_ledger_shield_screen.dart,lib/src/features/home/screens/mobile/mobile_ledger_shield_screen.dart,A,C12;UI,MobileLedgerShieldResult is the C12 handoff contract; Scaffold and overlay placement are UI.,New thin mobile route wrapper around LedgerShieldSigningOverlay.,1,"-0,0 +1,33"
lib/src/features/home/widgets/ledger_shield_signing_overlay.dart,lib/src/features/home/widgets/ledger_shield_signing_overlay.dart,A,C09;C10;C12;UI,"Extract _prepareAndSign/_retry, checkpoint broadcast, remaining-input/round/progress guard, cancellation and recovery lookup into a C12 controller using C09 limits and C10 operation service. Modal phases, prompts, strings and rendering stay UI.","Widget currently owns proposal/proof/sign/checkpoint/broadcast, 32-input rounds, no-progress pause, existing-operation recovery and device modal state.",1,"-0,0 +1,643"
lib/src/features/ledger/ledger_app_instructions.dart,lib/src/features/ledger/ledger_app_instructions.dart,A,UI,All app-open instruction strings are presentation copy; readiness state is C03.,ledgerZcashAppName/open instruction helpers only return user-facing strings.,1,"-0,0 +1,9"
lib/src/features/ledger/ledger_capability.dart,lib/src/features/ledger/ledger_capability.dart,A,C01;C03;C09,USB/model/version/platform capability is C01/C03. isLedgerLegacyOrchardRecoveryUnsupported and migration capability gates belong to C09. User-facing model names may be consumed by UI without moving logic.,"LedgerCapability, supported app version, Bluetooth platform/model tables and legacy Orchard recovery guard.",1,"-0,0 +1,179"
lib/src/features/ledger/ledger_error_messages.dart,lib/src/features/ledger/ledger_error_messages.dart,A,C03;C09;UI,Typed classification predicates such as capacity/rebuild/USB permission are C03/C09; message selection and all strings are UI. Split predicates from ledgerActionableErrorMessage before core PRs.,"LedgerRequestKind, ledgerRequestExceedsCapacity, ledgerRequestNeedsRebuilding plus screen-oriented actionable messages.",1,"-0,0 +1,113"
lib/src/features/ledger/services/ledger_account_service.dart,lib/src/features/ledger/services/ledger_account_service.dart,A,C01;C02;C03,UFVK loader/export/parse is C01; duplicate check and importer are C02; selecting USB/Bluetooth connector and recording device transport is C03. Avoid introducing BLE dependency into C01.,"LedgerDeviceAccount, _connectLedgerAccount, _exportMobileAccount, ledgerAccountImporterProvider and duplicate checker.",1,"-0,0 +1,175"
lib/src/features/ledger/services/ledger_app_readiness_service.dart,lib/src/features/ledger/services/ledger_app_readiness_service.dart,A,C03,Entire typed readiness state machine and Rust/mobile device adapters belong to C03; no modal/copy.,"LedgerDeviceAppStatus/phase/failure, LedgerAppReadinessController and transport-specific readiness devices.",1,"-0,0 +1,337"
lib/src/features/ledger/services/ledger_connection_recovery.dart,lib/src/features/ledger/services/ledger_connection_recovery.dart,A,C03,Reconnect classification and recovery controller belong to C03.,ledgerFailureNeedsReconnect and LedgerConnectionRecoveryController state transition.,1,"-0,0 +1,80"
lib/src/features/ledger/services/ledger_connection_service.dart,lib/src/features/ledger/services/ledger_connection_service.dart,A,C02;C03,"Account metadata reads are the C02 contract; transport ordering, fallback boundary, selected device and persistence of successful connection are C03.",LedgerConnectionService resolves account preference/last transport and coordinates USB/mobile BLE connection.,1,"-0,0 +1,262"
lib/src/features/ledger/services/ledger_immediate_migration_service.dart,lib/src/features/ledger/services/ledger_immediate_migration_service.dart,A,C08;C09,"The raw full-PCZT signer/cancellation contract is reusable C08 code. The prepare/proof/check/complete/discard coordinator is dormant residual C09 behavior kept only so the source baseline remains intact behind ledgerAutomaticOrchardMigrationCapability=unsupported. Do not add a route, relax the capability, or describe this as supported.","LedgerImmediateMigrationService can prepare and complete a request, but both production desktop and mobile migration flow roots redirect Ledger accounts before this service can be reached.",1,"-0,0 +1,192"
lib/src/features/ledger/services/ledger_mobile_ble_service.dart,lib/src/features/ledger/services/ledger_mobile_ble_service.dart,A,C03;C04;C05,"Typed Dart BLE interface, discovery events/failures and pairing-invalid classification are C03; MethodChannel method/event contract lands with Apple C04 and Android C05 adapters. Platform-specific native behavior is not proven by this shared Dart file.","LedgerMobileFailure, LedgerMobileException, discovery/session API and MethodChannelLedgerMobileBleService.",1,"-0,0 +1,419"
lib/src/features/ledger/services/ledger_operation_recovery.dart,lib/src/features/ledger/services/ledger_operation_recovery.dart,A,C10;C13;UI,"Recovery coordinator, standalone outcome classification and startup/unlock scheduling are C10; deposit deadline/intent gate and swap/pay result adapter are C13; LedgerRecoveryNotice rendering/toast host should be split to UI while core exposes events.",LedgerOperationRecoveryCoordinator recovers signed operations; ledgerDepositBroadcastGateProvider uses swap intent/deadline; host displays notice.,1,"-0,0 +1,434"
lib/src/features/ledger/services/ledger_pairing_code_provider.dart,lib/src/features/ledger/services/ledger_pairing_code_provider.dart,A,C03;C07;UI,Connection-event parsing and answer contract are C03/C07; displaying/accepting pairing code belongs to UI. Linux-specific event source should only be wired when C07 lands.,"ledgerConnectionEventSourceProvider, ledgerPairingAnswerProvider and ledgerPairingCodeFromEvent.",1,"-0,0 +1,53"
lib/src/features/ledger/services/ledger_signed_operation_service.dart,lib/src/features/ledger/services/ledger_signed_operation_service.dart,A,C10,Entire metadata/checkpoint/list/broadcast/ack/discard contract belongs to C10; operation-kind consumers arrive in C11-C13.,LedgerSignedOperationKind/Metadata/BroadcastResult and RustLedgerSignedOperationService.,1,"-0,0 +1,267"
lib/src/features/ledger/services/ledger_signing_service.dart,lib/src/features/ledger/services/ledger_signing_service.dart,A,C03;C08;C14,Operation cancel and mobile gate/fallback policy are C03; full PCZT validation/signing/cooldown are C08; compact action/voting signature adapter is C08 contract consumed by C14. Do not pull voting session state into C08.,"ledgerPcztSupportValidatorProvider, ledgerPcztSignerProvider, ledgerActionPcztSignerProvider, LedgerVotingSignature and mobile voting finalization.",1,"-0,0 +1,291"
lib/src/features/ledger/widgets/ledger_app_step_card.dart,lib/src/features/ledger/widgets/ledger_app_step_card.dart,A,UI,Readiness step presentation only.,LedgerAppStepState and visual step card.,1,"-0,0 +1,124"
lib/src/features/ledger/widgets/ledger_bluetooth_settings_button.dart,lib/src/features/ledger/widgets/ledger_bluetooth_settings_button.dart,A,UI,Settings deeplink action and button presentation stay UI; pairingInvalid classification stays C03.,ledgerBluetoothSettingsOpenerProvider opens OS settings and LedgerBluetoothSettingsButton renders action.,1,"-0,0 +1,60"
lib/src/features/ledger/widgets/ledger_connection_guide.dart,lib/src/features/ledger/widgets/ledger_connection_guide.dart,A,UI,Connection guidance visual/copy only.,LedgerConnectionGuide and step headings.,1,"-0,0 +1,147"
lib/src/features/ledger/widgets/ledger_device_illustration.dart,lib/src/features/ledger/widgets/ledger_device_illustration.dart,A,UI,Device illustration only.,LedgerDeviceIllustration widget.,1,"-0,0 +1,61"
lib/src/features/ledger/widgets/ledger_device_signing_content.dart,lib/src/features/ledger/widgets/ledger_device_signing_content.dart,A,UI,Signing phase visual/copy only; core phase/state contracts come from feature controllers.,Renders Ledger device instructions for preparing/signing/broadcasting/failure.,1,"-0,0 +1,335"
lib/src/features/ledger/widgets/ledger_signing_modal.dart,lib/src/features/ledger/widgets/ledger_signing_modal.dart,A,C03;UI,"LedgerSigningModalPhase can be promoted to a core-neutral operation phase if controllers require it; reconnect/readiness invocation boundary is C03; modal lifecycle, dialogs, device picker, retry buttons and strings are UI.",Stateful modal currently owns readiness/reconnect presentation and failure connection picker.,1,"-0,0 +1,636"
lib/src/features/ledger/widgets/mobile_ledger_signing_surface.dart,lib/src/features/ledger/widgets/mobile_ledger_signing_surface.dart,A,UI,Mobile signing surface layout only.,Visual shell around signing content.,1,"-0,0 +1,52"
lib/src/features/migration/models/mobile_ironwood_migration_attention_state.dart,lib/src/features/migration/models/mobile_ironwood_migration_attention_state.dart,M,C09,Signer-aware migration attention decision is a C09 support guard; preserve existing Keystone behavior.,Ledger account changes migration attention state eligibility.,3,-49 +49 | -57 +57 | -64 +64
lib/src/features/migration/providers/ironwood_migration_announcement_provider.dart,lib/src/features/migration/providers/ironwood_migration_announcement_provider.dart,M,C09,Ledger migration capability/announcement suppression belongs to C09 and must remain disabled.,Filters Ledger out because ledgerAutomaticOrchardMigrationCapability is unsupported.,17,"-8,0 +9 | -244,0 +246 | -260,0 +263 | -288,0 +292,4 | -307,0 +315 | -325,0 +334 | -342,0 +352 | -347,0 +358 | -355 +366,2 | -359 +371,2 | -617,0 +631 | -653,0 +668 | -782 +797,2 | -814,0 +831,3 | -895,0 +915,5 | -939 +963,2 | -1087,0 +1113,4"
lib/src/features/migration/screens/ironwood_migration_flow/immediate_review.dart,lib/src/features/migration/screens/ironwood_migration_flow/immediate_review.dart,M,C09;UI,The Ledger branch is unreachable residual behavior under the parent desktop flow gate. Preserve it in C09 for source parity without exposing an entry; review messaging/buttons are UI fixtures only while the capability is unsupported.,"The screen contains a Ledger plan/overlay branch, but IronwoodMigrationFlowScreen redirects any active Ledger account to /home before the review is built.",8,"-20,0 +21,2 | -39 +41,10 | -69,0 +81,19 | -71,0 +102,11 | -97,0 +139,2 | -180,2 +223,2 | -190,3 +233,5 | -235 +280,3"
lib/src/features/migration/screens/ironwood_migration_flow/keystone_signing.dart,lib/src/features/migration/screens/ironwood_migration_flow/keystone_signing.dart,M,C09,Keystone guard correction must land before Ledger is considered hardware generically; retain under C09 regression compatibility.,Changes broad isHardware check to isKeystone to prevent Ledger entering Keystone signer.,1,-587 +587
lib/src/features/migration/screens/ironwood_migration_flow/private_review.dart,lib/src/features/migration/screens/ironwood_migration_flow/private_review.dart,M,C09;UI,Ledger private/batched migration exclusion is C09 policy; displayed explanation is UI. Preserve rather than deleting blocked signer path.,Rejects Ledger private migration because batched signing is unsupported.,1,"-65 +65,7"
lib/src/features/migration/screens/ironwood_migration_flow/private_status.dart,lib/src/features/migration/screens/ironwood_migration_flow/private_status.dart,M,C09;UI,Signer-kind action selection and Ledger exclusion are C09; status text/button state is UI.,Replaces generic hardware with account isKeystone and reports Ledger batched-signing limitation.,5,"-49,6 +49,11 | -70,0 +76,3 | -72 +80,3 | -360 +370 | -365 +375"
lib/src/features/migration/screens/ironwood_migration_flow/routes.dart,lib/src/features/migration/screens/ironwood_migration_flow/routes.dart,M,C09,Route-level automatic Orchard migration capability gate belongs to C09; keep existing route contract unchanged for other signers.,Redirects/guards Ledger when automatic Orchard migration capability is unsupported.,3,"-22,0 +23,5 | -42,0 +48,4 | -83,0 +93,6"
lib/src/features/migration/screens/ironwood_migration_flow/shell_intro_options.dart,lib/src/features/migration/screens/ironwood_migration_flow/shell_intro_options.dart,M,C09;UI,Disable unsupported private option for Ledger in C09; labels and option presentation are UI.,Passes privateEnabled false for Ledger and renders not-available copy.,6,"-58 +58,3 | -73,0 +76 | -1022 +1025,4 | -1024,0 +1031 | -1033 +1040,17 | -1084,6 +1107,8"
lib/src/features/migration/screens/ironwood_migration_flow/transfer_status.dart,lib/src/features/migration/screens/ironwood_migration_flow/transfer_status.dart,M,UI,Error-message translation only; underlying exclusion lives in C09.,Maps Ledger private migration error to user-facing text.,1,"-2074,0 +2075,3"
lib/src/features/migration/screens/ironwood_migration_flow_screen.dart,lib/src/features/migration/screens/ironwood_migration_flow_screen.dart,M,C09;UI,The root Ledger redirect is the authoritative C09 product gate and must land before retaining any dormant overlay references. Screen composition remains UI; no overlay reference may be used to claim reachability.,IronwoodMigrationFlowScreen checks the active Ledger account plus ledgerAutomaticOrchardMigrationCapability.supported and returns _RedirectTo('/home').,2,"-53,0 +54 | -59,0 +61"
lib/src/features/migration/screens/mobile/mobile_ironwood_migration_flow_screen.dart,lib/src/features/migration/screens/mobile/mobile_ironwood_migration_flow_screen.dart,M,C09;UI,The mobile root redirect is the authoritative C09 product gate and must remain equivalent to desktop. Preview-only composition is UI and does not make Ledger migration production-reachable.,MobileIronwoodMigrationFlowScreen redirects an active Ledger account home while the capability is unsupported; preview mode can still render fixtures without an active account.,2,"-32,0 +33 | -39,0 +41"
lib/src/features/migration/screens/mobile/mobile_ironwood_migration_intro_options.dart,lib/src/features/migration/screens/mobile/mobile_ironwood_migration_intro_options.dart,M,C09;UI,privateUnavailableForLedger flag is C09 policy output; option text/layout is UI.,Disables and explains private migration option for Ledger.,4,"-144 +144,4 | -146,0 +150 | -242,0 +247,3 | -273,0 +281,2"
